tree.c:6823,14.249271508446364
tree.c:6830,15.575408312053945
tree.c:6835,18.148823298440256
tree.c:6841,14.249271508446364
tree.c:6847,16.87414643749154
tree.c:6851,15.575408312053945
tree.c:6857,15.575408312053945
tree.c:6869,14.249271508446364
tree.c:6823,14.249271508446364
tree.c:6830,15.575408312053945
tree.c:6835,18.148823298440256
tree.c:6841,14.249271508446364
tree.c:6847,16.87414643749154
tree.c:6851,15.575408312053945
tree.c:6869,14.249271508446364
tree.c:6823,14.249271508446364
tree.c:6830,15.575408312053945
tree.c:6835,18.148823298440256
tree.c:6841,14.249271508446364
tree.c:6847,16.87414643749154
tree.c:6851,15.575408312053945
tree.c:6857,15.575408312053945
tree.c:6869,14.249271508446364
tree.c:6823,14.249271508446364
tree.c:6830,15.575408312053945
tree.c:6835,18.148823298440256
tree.c:6841,14.249271508446364
tree.c:6847,16.87414643749154
tree.c:6851,15.575408312053945
tree.c:6857,15.575408312053945
tree.c:6869,14.249271508446364
tree.c:6823,14.249271508446364
tree.c:6830,15.575408312053945
tree.c:6835,18.148823298440256
tree.c:6841,14.249271508446364
tree.c:6847,16.87414643749154
tree.c:6851,15.575408312053945
tree.c:6857,15.575408312053945
tree.c:6869,14.249271508446364
tree.c:7870,13.372681970427255
tree.c:7883,13.372681970427255
tree.c:7890,11.91658174406755
tree.c:7891,11.91658174406755
tree.c:7899,8.8046735278650736
tree.c:7900,7.0998100167956171
tree.c:7901,30.115830115830118
tree.c:7905,5.2506494756085829
tree.c:7915,0
tree.c:7924,12.891747363950806
tree.c:7925,12.891747363950806
tree.c:7927,14.249271508446364
tree.c:7931,14.249271508446364
tree.c:7936,12.891747363950806
tree.c:7943,16.87414643749154
tree.c:7945,18.148823298440256
tree.c:7946,18.148823298440256
tree.c:7947,19.402253107625128
tree.c:7948,18.148823298440256
tree.c:7951,18.148823298440256
tree.c:7944,16.87414643749154
tree.c:7959,12.891747363950806
tree.c:6823,14.249271508446364
tree.c:6830,15.575408312053945
tree.c:6835,18.148823298440256
tree.c:6841,14.249271508446364
tree.c:6847,16.87414643749154
tree.c:6851,15.575408312053945
tree.c:6857,15.575408312053945
tree.c:6869,14.249271508446364
tree.c:7893,10.224366480865616
tree.c:7969,16.4975473706731
tree.c:7970,16.4975473706731
tree.c:7978,15.232168661615951
tree.c:7983,15.309282940663767
tree.c:7984,14.075965983353798
tree.c:7986,13.12678513854382
tree.c:7982,15.232168661615951
tree.c:7994,13.941188718131318
tree.c:7999,15.880522148406802
tree.c:8005,13.12678513854382
tree.c:8014,24.000000000000004
tree.c:8025,11.696781857644318
tree.c:8026,10.224366480865616
tree.c:8036,10.400012126713456
tree.c:8046,10.53406499245486
tree.c:7869,8.7029373622388615
tree.c:8058,8.9063599854457909
tree.c:8061,7.1698856917619231
tree.c:8068,6.0207055983685338
tree.c:8072,6.0207055983685338
tree.c:8073,8.2437814780552987
tree.c:8075,8.2437814780552987
tree.c:8081,8.2437814780552987
tree.c:8082,8.2437814780552987
tree.c:8080,6.0207055983685338
tree.c:8085,0
tree.c:8086,10.886938182232736
tree.c:8087,9.3834685185512949
tree.c:8089,9.421616022099446
tree.c:8090,8.7029373622388615
tree.c:8094,8.9063599854457909
